category,id,mass,scale
WallUnit,ef040abe81b466a44d60438d4183228b,0.0021480779,0.0010613982
Couch,f144cda19f9457fef9b7ca92584b5271,0.1951578259,0.0006308863
TV,3e4e3f69c1fb72c195416c4f75c27433,0.0050220335,0.0017556633
Plant,e442ccc295049a322b2a077db1b64e23,0.0002290427,0.0069827946
Hanger,f937e06d2f3cc9e0b80b68728684f2ff,0.0013570735,0.0097156448
Calculator,88c302d87bda30c65e8f8bafc1052064,0.1298730658,0.0464675107
PosterBed,189064a8df83ddc77a89a0a7fbbe0a6f,0.0646958148,0.0014520025
KingBed,f5e751f8418b9afbd3a8e52c497d2a3d,0.201309359,0.0020023576
Couch,c53ec0141303c1eb4508add1163b4513,0.029669607,0.0003840306
Cage,4d8a79a1ad2e74a94c2f767f3d8a4949,0.0894809439,0.0057215394
Stool,63038279496a0720b8e1b99345a5afd4,0.004068392,0.0044471327
Couch,addd6a0ef4f55a66d810b14a81e12eca,0.1934877666,0.0030048846
Refrigerator,b32c73b403d2774161b6a8284917364b,0.2819635249,0.0035103479
DeskLamp,5aeb223a91320c39edd4171cd40b3feb,0.0005443773,0.0033396993
SideChair,534a6db0833bbb89504721639e19f609,0.1203245895,9.69407e-05
Desktop,47a6033fe59c7565386587cdaf0d33b3,0.6735688636,0.0114999597
Bench,a5d046752f6cb4bf4212ff51b27f0221,0.181443222,0.0031646929
AccentChair,2663256233c27aca881796c365ec5f7e,1.4117635248,0.002149957
Backpack,ec1b9ac45597e4cd9318cfd6c0d37d9b,0.1682166768,0.000507014
ChestOfDrawers,731ac48413a1ae9328cdb1a6d1bb4103,0.2844692128,0.0048442092
PianoKeyboard,9aa55d006457cac7c429dd93f3a964d4,0.0022769566,0.0023311149
AccentTable,d371b719a6ecaef671e72001f9e1cdc7,0.1429909664,0.0123749551
Lamp,16327d928854b34ef11c3739edd52fa3,0.0231931645,0.0253327163
TableClock,293a741396ed3cb45341654902142cca,0.6292371417,0.0440501666
Battery,9ef02f2ccd82f254a780807144cc58d9,0.0178836618,0.0614888179
Book,236dcc97a135d37a79283d5c77809cc1,0.0193491798,0.0033971921
TrashBin,4f6fdc7397f223d0d4d8765e3910f617,0.0081977548,0.0026001646
Curtain,838078d6db504c0b65d3c9e33375a5b6,0.0023713148,0.0011891939
TV,7a8b1434d4311b7fce0a7b256c8db678,0.390303899,0.0053615775
CeilingLamp,3101d2b22e21297ccff8db9efabb6c62,0.0391579188,0.0397142057
Camera,ec28a64bdf9501161bfbba8a5defb02,0.7717250649,0.0001687959
Speaker,93927ab6b44bb95a1c4980134f4ff624,0.261881898,0.0008392642
Guitar,bf038654db326b819f585e02b4e871f9,0.0103376556,0.0053389622
SideChair,1f82011c2303fc7babb8f41baefc4b12,0.0093226507,0.0059829725
Desk,d2b15ccec200fb004648b8db22f91655,0.0370103778,0.0039666354
MediaDiscs,c03989366097952a284d7307f93a6e6,0.211181579,0.0526920594
ChestOfDrawers,1029fd5d71a06ea32ea98d69e91ba870,0.0134696539,0.001181743
WallArt,4e124a3756fc7a78b6bef40d55ebdf21,0.0149453739,0.0030730237
Candle,c29ceb4f2711534d9cbae40750f203a6,0.0393204979,0.0003174908
Lamp,e7da3cd73ebd81146251354a8b1397eb,0.2275277432,0.0022095981
Laptop,62b25a5e3119b8409023147b38c03c9f,0.0959019849,0.0148016323
Rug,40b3243af3e3ace6168790cc311ab871,0.0052549801,0.0011541212
LampPost,859182efd11b40669018dc7bde518d9,0.0005262071,0.0012573157
Toilet,74ecf03b7b03cf9db822d48a43773c62,0.8056764517,0.0086691782
Pen,628e5c83b1762320873ca101f05858b9,0.0007371873,0.0004869272
FloorLamp,4e856618f29fd0b335836c728d324152,0.0063496924,0.0021860183
Speaker,1a4ec387ea6820345778775dfd5ca46a,0.0541506279,0.004405836
Picture,5714072b08e1d50d8af30108ea9ccb6c,0.0087650437,0.002833809
Dresser,46bb63196198ffa2fc98aa4b97627df6,0.0282261454,0.0034104247
CellPhone,72e61015d1e4fcee8739b6dd0f9695f,0.137843219,0.0012674354
Dresser,e9e2ffc13f5ea66ef1783a44a88d6274,0.1928560723,0.0034151798
Gun,4583a6e18508dc5f54ce4c7044f859dd,0.0004178257,0.0003122588
Chair,90e67facc9af413abc19762eaa7ba40f,0.0325701391,0.0018137934
Laptop,da0f6b3a375a7e77e963c7e7c24b8dcd,0.0801084328,0.0146641223
SodaCan,98b56121d1a384fc83a152a47ac52074,1.2392284176,0.0004580473
4Shelves,2e22e4ffe7fa6b9998d5fc0473d00a1c,0.1230411775,0.0025641566
Easel,84f36e38ea74c74f2f970e6d65803d5c,0.035638329,0.0038185315
SingleBed,19db31a211acbe13de61296d69da75b6,0.0121018014,0.0011176738
TrashBin,e7de8a24dfc385d92715de3ea7b582d7,0.0144046216,0.0052940917
Bench,dfb1e5e85b5892adf155d75bbf62b80,0.0655286194,0.004316496
Rug,238eb70ff089d166b7154919b02cbec,0.0013194127,0.0012120224
Sword,679c9469f32e957d329e3597d8f4bd9a,0.0002013942,0.0015980028
FloorLamp,c12cae39fa4d6f78a99e0f0bf1de3bbf,0.0037079894,0.0036738549
Picture,f924de5f1476c9bb3b4164ef8e89b08,0.0043057468,0.0033503834
Dresser,8843d4bfd7f6cbc19744d3b3ee0cc03,0.090536621,0.0028554072
WebCam,e64aaf8669fbd1af3610607758daee7e,0.0556806506,0.0015169179
PS3,8b59b07b341f4f8f5d2f6d904a2a0784,0.1280273672,0.0111541713
AccentChair,9ee5eb90d1176e2547dcda54be6a23ae,0.0204191264,0.0002016954
StandingClock,1710033fefac979deed60df91eb05a5b,0.0323547004,0.0022985123
Chaise,474b82a849e5064fa9dea4db53ba3dd,0.0179418732,0.001829875
Laptop,67e882442eb4c03255e8ddeaf1791474,0.1466710342,0.0156634603
Monitor,fbe94683b5293724b783d0fd89a1af1,0.040903848,0.000451291
Speaker,b92c1ad2943ec29168faa7730065e439,0.0167289051,0.0055207674
1Shelves,160684937ae737ec5057ad0f363d6ddd,0.0260365336,0.0095626104
DresserWithMirror,6bf0f5e06cb748bb9671c58246946ed6,0.3431559167,0.00276885
CellPhone,ee7ef8b40cc2c90d6b7170bfc4da1f8,0.0269715739,0.0348232347
Painting,580bfcfa6b2175275116b3ebb7f03d08,0.031608853,0.007631329
Radio,e713415e4a6b3307ddc7cb5aa929cbf,0.0416165858,0.0040398676
DrinkingUtensil,fad118b32085f3f2c2c72e575af174cd,0.0600641662,0.0007689111
Camera,a600991b042b2d5492348cc032adf089,0.4729020745,0.0003538274
CellPhone,fe9d97823a25e56d95e43220ee0eb824,0.0394266648,0.0007568819
Couch,cfa489d103b4f937411053a770408f0d,0.0557257221,0.0018305956
Coin,c2817372ece2a8c4b746bebe89abd6b4,0.2254175785,0.3050578196
Sword,f4eac4f5cd390305d73c120d89ced933,0.0002275224,0.0001022319
QueenBed,42f923455a78ddac4c0a96bcf8072e44,0.0462844655,0.0017603508
ToyFigure,2e64972982a073ff8359e487c70b625e,0.0407587234,0.0059934183
Knife,427139e42c842b4fe931b9a85fdc07c,0.0042109292,0.0002439832
Chair,47ac4f73d91f8ff0c862eec8232fff1e,0.0136220056,0.0069266749
Piano,a2dcfb6f77a72be8a2b299c40b68f70c,0.0288231292,0.0002814188
OfficeSideChair,9e519ddc82bb9417813635269a32e293,0.0449674701,0.0080604725
OfficeChair,ff3c662fd3cf9d99f91663a74ccd2338,0.1143047451,0.0076330779
Desk,18501a35a40939449359bfb5c0ce2bf3,0.0124249236,0.0084400269
Couch,f8ef9668c3aba7c735836c728d324152,0.1314411576,0.0025469468
WallClock,7af418de6847137d2ea98d69e91ba870,0.1442449984,0.011890729
Couch,ad5ef1b493028c0bd810b14a81e12eca,0.1163849207,0.0024535485
Picture,11b1afefc63ce066b7390053af83c864,0.0019314837,0.0002799912
PottedPlant,daaff56a07f60f12e76c8f94a97f51ac,0.0337112695,0.0013976155
TV,846b6c8cf241ce2648d13901d1f48e04,0.1292222609,0.0013675566
Monitor,8b6e9312b040d853b68312ff55541d65,0.0186145466,0.006133823
Desktop,76846ff860fe13e6b1224520ef42be18,0.4200679855,0.002051598
Laptop,1e1c27c8b0e3d5bd34c9f6a7132b2c16,0.3069968862,0.0017574659
WineRack,d58c53265975851c738e43095496b061,1.5485150085,0.0153763903
RubiksCube,d060362a42a3ef0af0a72b757e578a97,0.3155108381,0.0505949128
TableClock,9e1e652f6477ecc87b9aa4fb5234ab40,0.1209088303,0.0085329181
Cabinet,e021b30534f86fd644221bef0fa3c36b,0.0103280265,0.0024905521
Mug,37f56901a07da69dac6b8e58caf61f95,0.0045630158,0.0153363984
BeanBag,7814872586698c7f18b14db3b83de9ff,0.2833195378,0.0027216842
QueenBed,bb5b02f2a28a520261f78ab106ca014f,0.1109885995,4.85806e-05
QueenBed,9e357001ef9ff799360cf75e61a84bea,0.1302473723,0.0031318199
Loveseat,2298d06de1efec2a8ab33b80d7377fc3,0.1075341303,0.002069816
PersonStanding,6acb5960c580494a72b92bd86ed3f51f,0.0010718217,0.0026956143
Fan,49aa5d0e0106a3d8f93eceac09767b16,0.0028025453,0.0027633041
Guitar,4120e041a19fed34ea5fc0533169f025,0.0050755658,2.58255e-05
Picture,22e6d113fd6827d277266c6c59416683,0.0940667661,0.0044425474
BeanBag,5aeefb539699524044b2fa2cac0778f5,1.3252005403,0.0051989174
Shirt,341d7afb69ce0fea520c125e84c082ee,0.0960080707,0.0009125856
Plate,1389e932a2c776d83c143af07c12991a,0.0305244978,0.0036422508
PottedPlant,8d7083a120eb546c1c3b3ce292007d5b,0.0105078197,0.0068319841
Couch,95277cbbe4e4a566c5ee765adc4c8ef3,0.1799953722,0.0017936997
Laptop,9ef061efe37e9889d7c51311132e27a8,0.2016718119,0.0196478582
Dresser,556046d7066c98c215988593fe9b87fa,0.2410649261,0.0035966474
Armoire,93ed21b9d466810e69cfe887f122d6dc,0.1828512655,0.0023582455
FoodItem,56d943fdd29c7c573d92298d39908b2d,0.1646752786,0.002409651
MediaPlayer,94d3cabbeafaba1730b4c8e798d738f8,0.6880784506,0.0107959471
CurioCabinet,ee67bded88d8ec4659554e7f795a10fa,0.2989272632,0.0042353758
Chair,e12c0f5b6d05395499315ad16a16a9bf,0.03631356,0.0042205354
Horse,b8b6d7374044b9f651917a251ae2982,0.057118449,0.0079871512
Plant,80831067a41d177cf5ffdb0aeb1f3ee,0.0384052487,0.0006614728
Bowl,2efc35a3625fa50961a9876fa6384765,0.0167989811,0.0124495331
Couch,62e50e8b0d1e3207e047a3592e8436e5,0.0344336556,0.0020123791
CellPhone,770166f2c77c9e7a8b19bfbd24fb3100,0.0097250629,0.001856081
Cabinet,957ca99bfb033d145f43af43c6209208,0.2269708022,0.0035195443
Pencil,8fe50e032e11a11ec55ebd33a2e21af7,0.0895603836,0.0049998183
Couch,60fc7123d6360e6d620ef1b4a95dca08,0.2457130262,0.0024752178
ToyFigure,88a8e1aa4abb50287c1f504c6aa026af,0.2767941639,6.2824e-06
LightSwitch,3a4e958b20f8dcc7ff643b6971c915c2,0.0707834939,0.0624927956
Chair,82d8391c62e197161282d4d9178caa92,0.6955482717,0.0007029293
Basket,2d8bb293b226dcb678c34bb504731cb9,0.5225393444,0.0005551645
TrashBin,929a72b2209e4dba350844aa00c7f347,2.3886874962,0.0073585081
Oven,917676329f834bed201769e59267569b,0.6084851594,0.0049178893
Bench,864fbf39c3d0cf43b9d7c2fc41e80228,0.0272300225,0.0046068039
Headphones,24aea80f4922897f667d013d9903dad4,0.0084475126,0.0011981241
PianoKeyboard,b71733ac9ff31d6163920080bd2c2ed3,0.0102401704,0.0028443454
Pen,f85172a554c02915d79f2fc0b8d8ffad,0.0025858978,0.0002753914
Camera,879727590f0649c167964ba700cd97f5,0.0428704084,0.0047869211
PottedPlant,5599390617666427e10ddc5f810dd417,0.143716943,0.0138047722
4Shelves,fd0fd7b2c19cce39e3783ec57dd5d298,0.0026917167,0.0018182389
Cabinet,14ce35d3ec22faee70d45c28bef72613,0.3355230571,0.0034354517
Candle,26b72a9e18203a02f841233486fac2b,0.0110731304,0.0120754801
Mug,d309d5f8038df4121198791a5b8655c,0.0166314346,0.001105333
Couch,af796bbeb2990931a1ce49849c98d31c,0.0755156821,0.0015621464
Barstool,3bfb17754ac7af6e5892b42d65a699e,0.0120538893,0.0044553223
TV,6946bf798ab999b7cfbd2b4a434b378,0.0382418962,0.0038153474
Table,20cdd491a443bc30d9651cd1d591d64d,0.0505445869,0.002837488
CellPhone,2bb42eb0676116d41580700c4211a379,0.0222444541,0.0285335306
Rug,2358ac4425289cc499c83e2577216dac,0.0095893056,0.0012254913
Cabinet,4ef699bfb20dcb1ac00fd1150223027,0.0085933569,0.0012361697
Gun,370251fb9ab3240a2a23d93958262ccc,0.0566367866,0.0004666123
DresserWithMirror,ad5a6d3f05284bde83f3ef99fe735c7e,0.0751413726,0.0060779246
Hat,e5f04b5c682d3d4f287e4d80495d0796,0.0211650932,0.0002834319
CellPhone,ac0967f9fe8f63f46b2ba76eab0d2b1c,0.2025847993,0.0794904692
DresserWithMirror,6336b5516cc8bd50635469b95109803c,0.453295652,0.004662563
Stool,52f1d2e7a3cefc2e504721639e19f609,0.0036946799,4.41225e-05
Loveseat,49d6f351e82d186b366971e8a2cdf120,0.8029198634,0.0045234513
Mug,d75af64aa166c24eacbe2257d0988c9c,0.0352973184,0.0010470159
FloorLamp,c233bd44815828b08bd5065c89cb7063,0.1236532276,0.0137564217
Plant,746c501dc0e179b3f93934cc851bfea0,0.0604166095,0.0067334091
Pencil,2a49f4f2ad923b77a1c637e821f12a67,0.0005917739,0.0061270235
MediaDiscs,35339394fd4afc14342073006fc0d153,0.0015829086,0.0001635054
Monitor,536bbf9f697bbe881df9770149d6661b,0.2139611924,0.0093706487
Guitar,51f6fc9f88011fb83b394e0d9ec72462,0.0009906578,0.0025721597
AccentChair,28e147166eb68b2763ed57e35c972b4b,0.0467015481,0.0034789467
TrashBin,e2a19e2e8c89c7db58db08ddcf2952a1,0.0215792044,0.0037691418
Poster,de74ab90cc9f46af9703672f184b66db,0.0055990136,0.0004771024
KneelingChair,7a914a9c2560e305dd21fbad31cb234b,0.0494904543,0.0060746644
Couch,f0f42d26c4a0be52a53016a50348cce3,0.048684791,0.0022214768
TV,246f0b722dff7f16fb7ec8bd3f8b241d,0.1109380627,0.0119642704
WallLamp,627ed898c49543594c64af119029e57c,0.0263815815,0.009624774
Loveseat,b0dc4b4f59be2616104e1d07f0c67417,0.2858586263,0.0034730284
Rug,8c87d9fee8cea16aa1c5071837cf8163,0.0256460716,0.0033713736
WallUnit,c32efd36e61ef82813048bc4381266fe,0.0883852707,0.0014505072
Monitor,ea71bfe75e8a881ae1ab2ec17c82c846,0.0810462275,0.0091874071
Teapot,3d2cafbf9a6a2da44212ff51b27f0221,0.0284143251,0.0191924253
Camera,4570f175711c193cc01557b97c8aeedb,0.0003212554,0.0135638075
Nightstand,c7e89ae2db15c0f71360172b4b6205b1,0.060690143,0.0015514958
Bird,dbeed75ee99096cf62f6f4c0c94a99e1,0.1830854034,0.0074636285
Spoon,dfd87854f4686dffabeb890a269504bb,0.0006379298,0.0003213348
Knife,aea7fc3e259ea9e4202be79d8b285c1e,0.0017201172,7.29877e-05
Camera,fdcd83539b8db2c8b5635bf39f10a28a,0.0201930946,0.0196918616
Toilet,516ba60cc31138d6a14ceb6c31aad9bd,0.012040073,0.0030020178
GameTable,bd3dddce162f59ead92dd8f41946f1b2,0.6209093589,0.0068277641
Plate,49675b82efc7dd0536c38c6865b8d471,0.0882218041,0.0190412696
Couch,3aa613c06675d2a4dd94d3cfe79da065,0.0257124458,0.0018998957
Spoon,9729770f5437f768638735e451972522,0.0009021085,0.0186922439
Basket,121cf1ae08740534b8183a4a81361b94,0.0453565356,0.0071326745
PianoKeyboard,38ca94b80908414c6b2d353def4cae7a,0.0327098893,0.0040098583
Sideboard,5e2a55e70fc3061cf1783a44a88d6274,0.0169631343,0.0014579271
Battery,f8a093851f146122dd4616bdfbd70670,0.0053735634,0.0003390351
Desktop,d71617cc4683491a5c940303c04d55b7,0.2243896791,0.0020436413
4Shelves,71f0db2d544b957580360680c1602c7d,0.0674455345,0.0001812849
Dresser,5331c3c9315f07f5115d4e6c41d088f7,0.3392281462,0.003300831
2Shelves,8bdeeb23612c91c098d5fc0473d00a1c,0.065358827,0.0037487237
OfficeSideChair,4f4ce917619e3d8e3227163156e32e3c,0.0554241649,0.0063952328
Dresser,394c09cc87d63975b2bf4f773fe0e622,0.7332384483,0.0065593134
Vase,c637b5e2387eec7421aff7e1274fec72,0.0325744278,0.0020727483
Table,d743ca9067913ad129426a0f57e4d15e,0.0308521304,0.0055598859
Tank,187b8cfebe4e9257ccec770873355bd5,0.0961897561,0.0010677072
FloorLamp,5bff01fa3839a59281187d9890753294,0.0015327022,0.0018766037
Cap,620b921e3f1a504258a12735d0a1edc9,0.0020372515,0.0002922828
WallClock,3521751471b748ff2846fa729d90e125,0.5987869041,0.040861722
Chair,a6507d76e88e9d68c28a12683f5d3629,0.0348929595,0.0019904627
Shower,978b506310ce6f6dc972097815c57d96,0.2464513864,0.0037777144
TissueBox,8808de6ba868499bb8183a4a81361b94,0.0518992694,0.0093107682
SodaCan,744a65dd5c5fec90289ae987a66e0b37,1.2423749779,0.000501328
ToyFigure,afc6565a63ab5897e6597d3a0393435c,0.153130932,0.0311512454
Helicopter,e1d8991a268b248e39992de9f62d83a5,0.0049473576,0.0003996651
BeanBag,4c1d6b12b48a80b0ebd10747ca93b13b,0.5721358712,0.0031692996
Chair,5bb8457da2bbc722d810b14a81e12eca,0.004970166,0.0039959279
Mug,c7f8d39c406fee941050b055aafa6fb8,0.0580426516,0.0011552945
Hanger,bc5f3ab1f943a45a3c918bf63e516751,0.0002941049,0.0014373354
Laptop,894e47a6adb76680d4eb7e68e898dc44,0.0523725696,0.0002283796
Truck,6c8707d2fd87946937e5d0c5b4892f98,0.4161401807,0.0010732746
FoodItem,aa4fd8001f20bd4be990a52d354ad8ae,0.7647128323,0.000188509
Bucket,d31641d76861e2d3d634ee5b943790fb,0.0398886058,0.0066099473
Knife,27727353c4beb97b51470b0aae1d360c,0.0003541457,0.0020224133
Door,4a356207ffa8ce01360a9d5ff73ffdad,0.0007849693,0.0013556373
NintendoDS,c17873ebacc5476e1ee2b36e795b09b7,0.197836394,0.0188729578
ToyFigure,812640248635cc1049420c3c4ef93162,0.0283643078,0.0001740685
DrinkingUtensil,a0c1d7de5f9c08b69154bae3578e13c1,0.0263521069,0.0224395238
Plate,fbc3702c344581fc5dca6305fb9f97ca,0.0323001044,0.0008459603
WallArt,e72f341b107f408c3bac5db195d5c0cc,0.0149761746,0.0033563073
Chair,eeaf791f75fbdf5b3498e05ab043d8c0,0.2532320521,0.0053937522
Picture,af8f382971e82cf3b64aa241ebb4a005,0.0279293766,0.0047104925
Couch,7bfef1d5b096f81967ec3d19eeb10ea5,0.0035522092,0.0019405894
PillBottle,dd280525cf000bc3a608634464309a70,0.0498813849,0.0427730901
PottedPlant,e63d84a2c7ea364e3f7a74e12a274ef,0.0028500233,0.0019624982
AccentChair,82297158372874094cb12840daec404,0.0972863885,0.0001538087
TV,1406f1f699148107c3c490f07ec71ff,0.0625953743,0.0057765141
Chair,e0276adea0d4f4bf1783a44a88d6274,0.0349090537,0.0052609225
Table,a453fbef6720afe42846fa729d90e125,0.162104232,0.0063146176
Table,14d294a678561c367b72437fd995483b,0.0140496364,0.0042038852
Couch,e0f5780dbee33329caa60d250862f15f,0.0935357344,0.002293251
Cabinet,2f0fd2a5e181b82a4267f85fb94fa2e7,0.4768549874,0.0012653579
Laptop,495e5abfb57f04ba6bb5dc693bf723b4,0.312094611,0.0022612585
Microwave,b3bf04a02a596b139220647403cfb896,2.1443576256,0.0011153791
Couch,c69ce34e38f6218b2f809039658ca52,0.0717121694,9.3587e-05
TableLamp,e6cd04818644ee6f23acb241f0917910,0.0466961892,0.0154061573
Pencil,87593298595dfd9824c5e2f912285e29,0.005690189,0.0005783503
FoodItem,2b9953f8a934c9af9d1eb836604648db,0.3281371521,0.0110255836
Couch,baa8760ca5fbbc4840b559ef47048b86,0.057302782,0.0021956276
Couch,1b29de0b8be4b18733d25da891be74b8,0.1104863196,0.002118373
GameTable,14e8504e664c872a831f2243b19a18a9,0.0789603338,0.0007812088
Couch,87f103e24f91af8d4343db7d677fae7b,0.1031222991,0.0035521802
TableClock,1d5a354ee3e977d7ce57d3de4658a486,0.2421292909,0.0004248996
DiningTable,6f530fe373def431a6fd617b2ff5d2d,0.1953400735,0.0057349853
Oven,2fa8e17b1fbf2605df3a1b0d597ce76e,4.391549567,0.009429443
WallUnit,2ef9c83edd9f1cddad7ef8c655a0d09b,0.0839031087,0.0025526116
WallLamp,7c907a3bb4c380081681a637b68c2e0b,0.0492479246,0.0121261471
Rug,e6fa1cd11a330b98775a2d8ffff3881,0.0262660325,0.0021855393
Monitor,9c8a2e3431b0b2dda2cc48a1579329e,0.0984469757,0.0945906362
Pen,866f5bf7d77f02a4e01da2b11a3f3db,0.001600677,0.0021092829
PictureFrame,8c025727b7868e7a23acb241f0917910,0.0137314864,0.0131310373
DeskLamp,385fa89d0af971cfe3f7a74e12a274ef,0.0307196187,0.0122351665
Teacup,659192a6ba300f1f4293529704725d98,0.0045029873,0.0005295309
Sink,2f7b32a0806ed5f09429f6a938b3978d,0.0067346157,0.0065118918
WallLamp,3092b5729bc303adfcb8d8c6d4df8143,0.0881125904,0.0088932127
Faucet,3dccc5e096aa99e4fe2ecb70903654e9,0.0011174015,0.0148149276
WallLamp,d8d6a1c1045234f11681a637b68c2e0b,0.1877466071,0.0189433674
Plate,3b8cd62e5842a4c98870030ed2672a1d,0.0170061141,0.0206229538
Loveseat,9acd5908f934698ab96e240de9bbd844,0.1156729566,0.0021786521
Picture,6fa63f7d098b3c6228a1548e344f0e2e,0.0264139372,0.00439839
Vase,773f9776383591413154b9d0607cd85d,0.125216168,0.0248267525
BreadSlice,edd30a99a5e0cc77dc65f24011042f1,0.0313388857,0.0115222106
TrashBin,e0c167a32fe41d1ce7ab3a37ad319023,0.1583576182,0.0097257929
Rug,e4336dfb71d0e39bfd65f2d1dcd6d8f1,0.0153675972,0.0012291491
DiningTable,33ef80eb8ebf4207fe7e23d061690240,0.091625869,0.0045578219
Cabinet,db87ceffd62f958335836c728d324152,0.0514944659,0.0020801919
USBStick,a88aa8a6fa1e2e60d61a52fabbee0e9c,0.0092565707,0.0051542441
Paper,8d11b63e0875afff3c25881b9672607c,0.0029929114,0.0645832651
EndTable,53c57e6db3ea3bf763f26b71f9dca732,0.1050821063,0.00495793
DiningTable,1ccdba674a8eb8cb504721639e19f609,0.0121371862,0.0199466882
Room,room02,0.0194961458,0.0004805084
CellPhone,e679783f54c36220b99a2cc4ddf0d3f9,0.2384717461,0.0002365104
PianoKeyboard,9aa55d006457cac7c429dd93f3a964d4,0.0137087152,0.0042407664
Couch,b23dc14d788e954b3adc3470b30138f3,0.0186296352,0.0365246192
ComputerMouse,a6d442101c252b09e131a48033aecfb6,0.0003429529,0.0001969207
FloorLamp,ea9ec4d9db2e06202471e6dd5ac3ef92,0.001433251,0.0028176327
Speaker,e40e7c3dea88a733eb15975241f6a53c,0.247561667,0.0033411448
Sideboard,fbeb86b84b9ffa2798d5fc0473d00a1c,0.5786280189,0.0050344849
QueenBedWithNightstand,644f11d3687ab3ba2ade7345ab5b0cf6,0.0069889793,0.0008438201
TV,374ca23943a1b22b7c99e1b046b84a49,0.0090101565,0.0016326717
DiningTable,ee077280e4f7c4a5ca554b08dbb3ef2,0.0459220229,0.0026395256
Plate,bbeb9bbba056600d97fe54771f5481c7,0.0101558828,0.008627371
Armoire,7704ae4cc43974bfb7d0f3d89bbac230,0.1648390435,0.0020818134
Desk,5d4db38efb220efbd1cdb01b102e374e,0.3214431769,0.0016517912
Bench,f0daa96d0eb986adcf729faf809733b6,0.1645466348,0.0046057216
Laptop,4618d2a74e83e471cd6c695b8c795149,0.0098075529,0.0084511261
Counter,365bcd79e58fe001243d6e2cf3942343,0.0513193656,0.0013578076
CoffeeTable,53bad3b72a7b6c1bd810b14a81e12eca,0.0323658907,0.0050415662
ChestOfDrawers,7cdeaedb3d00db1ac5a7e71da75d2598,1.1475637306,0.0093682048
CeilingLamp,b7cb57a53e9a7c56bdac321549eab329,0.0254418091,0.0047150109
Bucket,6ddd342b43935620e43f40ae23b6b0db,0.0123542405,0.0060856722
CellPhone,a0402aeeda1803b264ac3b2f693d10e5,0.1462623718,0.0003344857
Couch,54b420da7102d792b36717b39afb6ad8,0.1658449646,0.0020347662
Curtain,93ef67580682ed64b649c37ff7cd461,0.0063818033,0.0018310009
Couch,bdfcf2086fafb0fec8a04932b17782af,0.0891738375,0.0019134417
TableLamp,17c318cf53f978d22feb9fdea8e07927,0.0054998336,0.0010264485
Nightstand,826b18241c9c2fa83eeddbccbf885e99,0.4395125187,0.0090996312
AccentChair,3bc766749e4e4a7fe3f7a74e12a274ef,0.0498214486,2.30082e-05
4Shelves,56253642219df29c37d43e094da89ace,0.0075877322,0.0005870072
CeilingLamp,13b365ef4887f5d388a942de43574033,0.0613061412,0.0043923522
CoffeeTable,e53057e1a9f6f135b97ad864945165a1,0.2115226032,0.0060729907
CellPhone,1d7830c5d0322518d95aa859a460a9ec,0.0248912826,0.0183649775
Pencil,1bf3d5cc59b63cd6e979876000467c9c,0.0375253691,0.0064125303
Painting,ff925b37a4e303bd7e113cd5209565fb,0.103685942,0.0206709018
PottedPlant,141de0993dd1f2f24efc7e7114f1b9c5,0.1419427627,0.0035175349
WineRack,7980827afe6dcc9d5c9f85dbd77b175,0.0259928851,0.006190145
Book,c5b5fefe11d3d9d28524f7821d57684c,0.0328732432,0.0137143148
TV,5f2048a8af029336a186ecbc0474571d,0.0238493561,0.0043857549
Couch,a98956209f6723a2dedecd2df7bf25e3,0.0696087993,0.0020109372
SodaCan,fc68fe7f13b75fd034888084ec381e8a,0.0206237003,0.0008418573
MediaPlayer,add019642780267057bcb157decb2bc4,0.0404939665,0.0006013443
Rug,95150b652335382bca28a348ca37e66b,0.0397672764,0.0022452486
SideChair,bfe54fe90c7d99637fffc92abe94e907,0.0081801371,0.0033303001
Cup,9d5ae32fe7c6f825c8e7963449f8577,0.0242327652,0.0152926646
TrashBin,59a87cf78be2219eb50ab059a00673d5,0.2841242518,0.0001921059
Couch,72b7e2a9bdef8b37f491193d3fde480b,0.0297644899,0.0019278891
LightSwitch,a29f55e25a50a4bcff05301a8807c57b,0.01066083975569997,0.01109603181428853
Cabinet,cd781f0ec08ba028af232a5661e85835,1.1175160361,0.0069063666
WineRack,7980827afe6dcc9d5c9f85dbd77b175,0.0176718931,0.0054430671
Table,764317425dd7be245715ea578ae09bb6,0.4278024446,0.0074098583
CeilingLamp,772414e86e72e9a5621d5fb4d1552486,0.0866998703,0.0120633311
CellPhone,770166f2c77c9e7a8b19bfbd24fb3100,0.0413232254,0.0030062899
Couch,a7e4616a2a315dfac5ddc26ef5560e77,0.2299475467,0.003392319
PersonStanding,ccb97bb42531ef32720fafea2a58c17c,0.0017394391,0.0011904752
Laptop,bdffc02ab69552091185c4b7285136bf,0.4177455914,0.0018192397
Chair,26577d1c907d7ff880360680c1602c7d,0.0195456481,0.0035545005
Toilet,72542786b0fc57cc98e1a053d6b9f768,0.493443654,0.0104029978
DresserWithMirror,12917ced4d5465c5f08b8467bda831,0.0301793464,0.0031158407
Knife,38c843d1075bd351e652fa812161367,0.0013084718,0.0202468417
Cabinet,12c3a4561242a6fe840045f49392aafa,0.5049957517,0.0001769289
Couch,e68758f3775f700df1783a44a88d6274,0.1186443303,0.0032207097
Toilet,d71cbfe489b9ece2ebe906a61d0c309d,0.1049164186,0.0072148109
